"anio","bimestre","id_tipoEmision","id_tipoUso","id_alcaldia ","id_colonia","manzana","region","id_tipoDesarrollo","consumo"
2017,2,1,1,8,1076,130,75,1,"145.47"
2017,5,2,1,7,832,588,47,2,"519.25"
2017,4,1,2,3,263,679,159,4,"78.16"
2018,3,1,2,13,708,646,158,3,"35.37"
2017,3,1,2,5,508,466,268,4,"395.94"
2018,6,1,1,6,718,60,46,2,"119.25"
2017,1,1,3,7,859,546,365,2,"3.42"
2019,4,2,1,6,717,182,46,2,"22.21"
2018,3,2,1,6,717,733,46,2,"22.12"
2017,3,1,3,3,198,812,59,4,"23.74"
2019,3,1,1,5,638,413,163,2,"551.1"
2021,3,1,3,16,1431,200,29,1,"100.1"
2017,6,1,1,5,239,448,48,2,"127.86"
2017,4,1,3,4,1658,645,56,2,"4.34"
2018,6,1,2,6,1429,439,364,2,"204.34"
2017,1,1,1,6,1189,588,46,4,"804.69"
2021,1,1,1,16,1144,31,30,2,"107.43"
2017,2,1,1,6,714,94,64,3,"560.09"
2018,1,2,1,13,1500,754,58,2,"50.78"
2019,2,1,2,6,1429,777,364,4,"575.22"
2017,3,1,2,5,644,492,66,2,"20.14"
2017,5,1,2,3,273,442,60,1,"72.66"
2017,1,1,3,15,471,39,11,4,"590"
2019,1,2,1,17,187,60,18,2,"235.2"
2021,1,1,2,16,1104,113,428,3,"437.94"
2017,3,1,3,16,1431,192,29,1,"109.8"
2017,4,1,2,5,862,239,66,2,"63.86"
2017,6,1,1,10,1645,743,376,2,"554.66"
2019,2,1,2,17,1407,157,18,2,"124.26"
2021,2,1,1,13,1189,17,58,2,"64.06"
2021,6,1,3,7,212,493,369,2,"0"
2017,2,1,2,5,603,396,45,4,"48.2"
2019,3,1,3,5,1225,387,62,4,"9670.68"
2019,4,1,1,17,1478,123,423,2,"853.19"
2019,6,1,2,6,1592,311,46,2,"25.02"
2017,5,1,1,5,638,458,163,4,"299.17"
2019,3,1,1,17,1483,358,18,2,"385.46"
2017,3,1,1,3,1189,397,52,4,"1146.77"
2018,4,1,2,17,1458,26,20,3,"527.18"
2017,1,1,2,5,670,960,61,4,"38.79"
2017,4,1,1,3,1461,383,260,2,"1967.13"
2019,2,1,2,5,557,266,45,1,"123.84"
2021,5,1,3,7,212,449,369,2,"240.01"
2021,1,1,3,8,1043,107,55,2,"36.42"
2018,4,1,1,13,1500,747,58,3,"194.68"
2019,5,1,1,17,370,88,21,4,"21.35"
2019,2,1,2,7,989,672,369,2,"6.72"
2017,4,1,1,5,986,969,61,2,"112.39"
2017,3,1,1,10,289,300,354,1,"2217.08"
2017,4,2,1,6,1429,765,364,2,"141.61"
2017,5,1,2,6,714,526,64,3,"412.58"
2017,2,1,1,5,486,656,66,4,"53.07"
2018,4,1,1,6,569,271,146,4,"111.21"
2017,3,1,1,5,638,319,63,2,"852.85"
2017,2,1,2,7,829,184,367,4,"7.96"
2019,4,1,3,5,664,165,145,4,"9.3"
2017,2,1,3,15,471,257,11,1,"1194.38"
2017,6,2,1,10,49,23,156,4,"134.5"
2019,1,1,3,7,880,788,465,4,"0"
2017,1,1,2,6,1592,557,46,2,"445.58"
2017,2,1,1,5,542,46,48,3,"1135.7"
2017,3,2,1,15,468,45,12,2,"20.48"
2017,1,1,3,16,1144,65,30,4,"94.57"
2017,1,1,2,10,1731,469,37,2,"243.65"
2017,5,1,1,5,538,699,45,4,"708.68"
2019,3,1,3,5,638,434,163,2,"17.32"
2017,5,2,1,5,708,92,63,2,"21.68"
2019,5,2,1,6,717,236,46,2,"22.21"
2017,2,1,1,16,1099,137,29,1,"604.61"
2017,4,1,2,10,1745,19,376,3,"28.52"
2017,3,1,2,6,700,109,64,2,"563.75"
2018,1,1,1,13,1488,344,758,4,"8.85"
2017,6,1,2,6,700,341,64,2,"25.02"
2017,6,1,1,5,605,241,48,2,"10.79"
2017,6,1,1,15,411,135,8,1,"18.72"
2018,5,1,3,17,445,235,18,4,"33.22"
2021,6,1,2,13,1189,51,58,2,"413.88"
2017,5,2,1,15,443,246,11,1,"16.08"
2017,2,1,3,8,1069,284,55,2,"0"
2018,3,2,1,17,370,400,21,2,"23.63"
2017,1,1,2,10,1801,426,336,2,"33.63"
2021,3,1,3,16,1431,95,29,1,"438.26"
2018,6,1,3,17,1458,171,20,2,"21.35"
2017,2,1,1,10,1762,929,154,4,"1014.48"
2019,4,2,1,17,765,426,23,2,"66.45"
2017,4,1,1,5,599,61,61,2,"623.07"
2017,6,1,1,15,87,18,11,3,"3195.23"
2017,5,1,1,5,638,420,163,2,"789.8"
2018,6,1,1,6,1429,335,364,2,"1530.88"
2018,2,2,1,13,925,954,58,3,"166.32"
2017,6,1,2,5,638,436,163,2,"134.19"
2019,4,1,2,17,1481,7,22,3,"166.16"
2019,4,1,3,5,687,69,315,3,"9.92"
2017,2,1,1,15,87,46,11,4,"433.44"
2017,6,1,1,7,936,942,569,4,"263.67"
2017,6,1,1,7,919,118,147,2,"315.83"
2021,3,1,3,13,1069,682,72,3,"39.03"
2019,1,1,2,7,926,16,167,4,"47.75"
2019,2,2,1,17,1410,131,17,2,"78.4"
2017,3,1,3,5,1293,286,68,4,"37.83"
2017,1,1,2,5,662,711,61,4,"53.1"
2018,5,1,1,6,1429,442,364,2,"608.19"
2017,5,1,3,7,1189,658,47,2,"997.3"
2019,6,2,1,6,737,607,46,4,"46.24"
2017,4,1,3,4,1658,108,56,4,"28.52"
2017,1,1,2,15,440,38,327,1,"116.24"
2019,1,1,1,17,1421,263,18,2,"93.32"
2017,6,1,1,5,488,359,66,2,"38.43"
2021,1,1,3,16,1114,600,35,1,"934.31"
2019,2,1,2,7,1758,508,47,2,"4.6"
2017,5,1,1,3,198,552,159,4,"198.08"
2017,2,1,2,6,717,162,46,2,"230.56"
2019,3,1,3,5,489,931,63,4,"69.54"
2019,2,2,1,6,1429,273,464,4,"1290.3"
2017,3,1,3,5,624,485,61,2,"6.1"
2021,2,2,1,16,1144,81,30,2,"20.24"
2021,6,2,1,7,212,538,369,2,"180.64"
2021,2,1,1,13,1555,787,158,4,"1496.37"
2021,1,2,1,16,1144,73,30,3,"485.76"
2018,3,1,1,13,708,612,158,3,"19.32"
2019,4,1,2,5,591,172,45,1,"44.16"
2017,2,1,1,5,647,121,66,3,"320.87"
2021,6,1,1,7,807,358,265,2,"246.17"
2017,5,1,3,10,1736,535,436,4,"30.74"
2021,5,1,3,7,836,740,67,4,"102.67"
2017,3,1,2,5,638,450,163,4,"148.84"
2019,2,1,1,7,883,497,465,4,"394.43"
2017,2,1,1,5,708,95,63,2,"535.32"
2017,5,1,2,7,832,606,47,2,"65.71"
2017,4,1,2,3,280,510,60,2,"149.24"
2017,5,1,1,3,262,319,60,2,"157.38"
2021,5,1,1,13,952,87,371,4,"58.88"
2018,4,1,1,6,700,143,64,2,"4147.25"
2017,1,1,2,10,1600,516,336,2,"110.94"
2018,4,2,1,17,1458,262,20,2,"19.43"
2017,6,1,2,10,1660,107,76,4,"70.82"
2017,3,1,1,3,1189,138,52,3,"303.23"
2019,2,1,1,5,557,107,15,3,"681.53"
2017,2,1,1,7,891,135,67,2,"967.09"
2017,1,1,3,7,925,9,765,2,"20.97"
2019,1,1,3,7,857,491,67,4,"129.99"
2017,6,1,1,5,609,38,62,2,"1122.68"
2017,3,1,2,6,700,256,64,2,"517.51"
2018,6,1,3,17,1430,186,19,2,"0"
2017,6,1,3,7,781,285,342,2,"1.57"
2019,4,1,1,17,1447,184,23,1,"434.71"
2017,4,1,1,10,187,816,376,4,"820.04"
2017,4,2,1,15,458,101,10,1,"184.05"
2018,6,1,1,6,1429,430,364,2,"452.94"
2017,5,1,3,15,443,81,11,1,"1389.18"
2017,5,1,1,6,700,186,64,2,"1743.01"
2019,4,1,1,6,717,132,146,4,"457.4"
2019,1,2,1,17,1421,265,18,2,"78.4"
2017,2,1,3,8,948,199,75,1,"20.74"
2018,3,1,3,6,717,480,46,2,"2.44"
2017,6,1,3,7,798,636,67,4,"292.19"
2018,1,1,1,13,1488,346,758,4,"69.08"
2017,1,1,2,6,1189,508,146,4,"92.83"
2017,2,1,1,10,1762,913,154,4,"587.9"
2017,2,1,2,16,1136,69,31,4,"122.7"
2017,6,1,1,15,414,183,13,4,"4672.46"
2017,2,1,1,5,510,588,66,4,"586.83"
2017,4,1,1,5,662,813,61,2,"282.32"
2017,3,1,1,15,468,16,12,3,"110.4"
2018,4,1,1,13,1521,57,158,3,"34.72"
2017,5,1,3,3,349,783,60,1,"17.97"
2019,3,1,3,5,485,170,48,3,"157.85"
2017,6,1,3,5,488,403,62,4,"815.67"
2017,5,1,3,5,476,245,63,2,"4.88"
2021,3,1,1,16,1431,84,33,2,"20.52"
2017,6,1,2,15,418,51,4,2,"785.3"
2017,3,1,2,5,508,774,168,4,"94.44"
2019,3,1,2,17,1483,358,18,2,"109.22"
2021,1,1,3,8,1044,219,75,1,"41.08"
2021,6,1,2,7,1003,893,565,4,"94.22"
2019,5,1,1,6,700,114,64,2,"1127.85"
2017,6,1,1,5,638,816,63,2,"110"
2017,5,1,1,5,510,588,66,4,"450.78"
2018,3,1,2,13,1539,504,158,2,"83.58"
2017,3,1,1,10,289,293,354,4,"79.75"
2021,6,1,1,13,1189,204,158,2,"381.15"
2017,3,1,1,5,638,424,63,4,"174.47"
2017,4,1,1,6,700,688,64,2,"108.72"
2021,6,1,2,7,212,434,369,2,"457.15"
2019,2,1,2,7,853,336,47,1,"271.45"
2017,3,1,1,16,1431,171,29,1,"983.36"
2019,1,1,1,7,209,10,267,2,"534.3"
2017,5,1,1,5,638,282,63,2,"256.51"
2019,5,1,3,6,717,190,46,4,"1433.95"
2017,4,1,3,15,445,9,5,4,"154.89"
2021,2,1,3,16,1162,254,30,1,"43.31"
2017,5,1,1,3,1378,174,52,1,"892.58"
2017,1,1,1,5,616,78,61,2,"1082.6"
2019,5,1,3,17,1458,215,20,2,"14.89"
2017,4,1,1,10,1692,153,254,2,"30.11"
2021,5,2,1,13,1069,401,72,2,"34.26"
2018,2,1,2,13,925,379,58,1,"101.29"
2017,2,1,3,15,471,38,11,3,"5619.15"
2017,6,1,1,15,87,14,11,2,"18.26"
2017,3,1,2,6,700,219,64,2,"120.76"
2019,4,1,1,5,645,98,66,2,"667.69"
2017,5,1,1,4,1658,113,156,2,"14.03"
2017,1,1,2,15,455,192,7,3,"139.84"
2019,2,1,1,6,1429,341,364,4,"1887.62"
2017,2,1,1,10,221,362,37,2,"1990.89"
2017,5,1,2,7,878,449,147,2,"39.66"
2018,5,2,1,17,1479,42,19,2,"180.72"
2017,2,1,1,5,647,113,66,2,"323.85"
2017,6,1,2,6,700,219,64,2,"94.13"
2019,3,1,1,5,638,486,63,2,"389.9"
2017,3,1,1,5,671,871,168,4,"223.38"
2021,1,1,2,16,1144,37,30,1,"546.8"
2017,1,1,1,5,504,329,62,3,"1254.61"
2017,3,1,1,6,720,678,46,2,"2049.1"
2017,5,1,1,15,433,32,7,4,"9026.06"
2017,1,1,2,6,1592,372,146,4,"190.16"
2018,6,1,3,17,1467,254,19,2,"13.51"
2019,2,1,2,7,989,656,369,2,"39.66"
2017,6,2,1,10,1660,660,376,4,"28.18"
2017,4,2,1,3,1461,383,260,2,"26.73"
2017,2,1,3,5,653,739,63,2,"74.42"
2021,4,1,1,13,1508,730,58,1,"863"
2019,1,1,1,7,999,390,47,2,"362.56"
2017,2,1,1,10,939,966,54,2,"70.43"
2017,3,1,1,3,242,296,52,1,"473.9"
2018,5,1,2,6,1429,972,364,2,"154.46"
2021,1,1,3,16,1106,4,33,3,"1527.24"
2017,4,1,1,5,529,758,45,3,"730.91"
2017,5,2,1,6,700,114,64,2,"216.3"
2017,3,1,2,5,615,216,68,4,"26.58"
2017,2,1,1,15,418,78,6,4,"2110.98"
2018,4,1,1,17,1458,269,20,2,"120.84"
2021,6,1,2,13,1189,898,58,2,"117.14"
2021,6,1,1,7,989,658,369,2,"579.82"
2017,4,1,2,5,489,961,63,2,"393.68"
2021,5,1,2,7,836,555,67,2,"301.83"
2017,5,1,1,3,273,431,60,2,"70.76"
2017,6,1,3,7,857,419,67,2,"0"
2017,2,1,1,6,717,145,46,2,"514.45"
2018,1,2,1,13,187,128,158,3,"22.02"
2017,4,1,1,10,1621,360,376,4,"382.54"
2018,4,1,1,13,1488,327,758,4,"177.94"
2021,1,1,1,8,1044,203,75,1,"169.33"
2017,1,1,2,10,221,363,37,2,"37.18"
2018,6,1,3,6,1429,436,364,4,"51.2"
2017,5,1,1,3,262,311,60,4,"30.5"
2017,2,1,3,7,891,685,67,4,"220.9"
2017,4,1,2,6,700,170,64,2,"337.99"
2018,3,1,2,17,370,246,121,2,"151.26"
2018,3,1,1,13,1539,555,158,3,"100.51"
2017,1,1,1,16,1158,218,30,2,"954.62"
2021,2,1,3,13,1189,53,158,2,"1.22"
2019,5,1,1,6,717,223,46,2,"235.11"
2017,2,1,2,8,948,184,75,1,"23.18"
2017,6,1,1,5,271,347,48,4,"45.66"
2017,2,1,1,15,467,115,13,2,"22.57"
2017,6,2,1,7,919,135,147,2,"476.9"
2019,2,2,1,17,1410,143,17,4,"313.6"
2021,2,1,1,16,1144,97,30,4,"64.66"
2017,6,1,3,15,436,90,3,1,"10.47"
2017,3,1,3,15,468,51,12,2,"122"
2017,1,1,3,4,349,958,56,4,"3745.32"
2017,5,1,1,5,638,444,63,2,"695.21"
2019,3,1,2,5,489,921,63,4,"473.46"
2018,4,1,1,6,700,186,64,2,"1846.42"
2017,1,1,3,5,986,663,61,2,"9.44"
2019,2,1,1,7,942,493,67,2,"128.1"
2017,3,1,1,16,1139,119,32,1,"1017.19"
2021,3,1,1,16,187,44,328,2,"0"
2019,3,1,1,5,638,393,63,2,"298.96"
2017,1,1,3,7,925,4,465,2,"113.88"
2017,6,1,1,15,418,61,2,3,"257.97"
2019,5,1,1,17,1466,316,18,2,"226.6"
2019,6,1,1,17,1327,15,323,4,"891.56"
2017,2,1,1,10,1813,435,37,2,"271.47"
2017,3,2,1,3,336,639,60,1,"81.93"
2019,2,1,1,6,700,332,64,2,"210"
2019,4,1,1,5,647,196,66,3,"389.63"
2017,4,1,2,10,1810,483,254,4,"26.04"
2017,5,1,2,10,1736,769,76,4,"421.52"
2017,2,1,3,16,1136,234,31,3,"27.45"
2017,5,1,1,4,1658,108,56,1,"5098.15"
2018,3,2,1,6,717,418,46,2,"66.36"
2017,5,1,1,5,488,342,66,2,"72.59"
2017,6,2,1,3,190,412,60,4,"338.04"
2019,1,1,3,7,209,33,267,4,"457.53"
2017,5,1,2,7,996,232,342,2,"95.17"
2021,6,1,1,7,868,594,65,2,"4.17"
2017,4,1,3,15,434,243,14,2,"103.15"
2021,1,1,2,16,1144,67,30,3,"518.84"
2017,6,1,1,6,714,522,64,3,"611.96"
2018,5,1,3,17,1327,54,323,4,"112.84"
2019,1,1,2,7,941,313,42,2,"510.57"
2017,2,1,2,5,489,922,63,2,"48.82"
2021,5,1,1,13,1122,345,372,2,"233.34"
2017,6,1,1,5,694,319,45,4,"518.61"
2017,3,1,2,5,638,466,163,2,"84.78"
2018,2,1,1,13,1189,224,58,4,"486.82"
2018,4,1,1,13,187,916,158,1,"74.4"
2019,1,1,3,17,1476,173,19,1,"98.53"
2017,2,1,1,5,563,222,168,2,"527.85"
2019,4,1,3,6,717,180,46,2,"28.52"
2017,1,1,3,16,1090,41,30,3,"2970.01"
2019,4,1,1,5,591,509,45,3,"109.79"
2017,5,1,2,5,553,4,315,3,"161.42"
2017,5,1,1,15,472,56,7,2,"672.44"
2017,5,1,3,6,700,233,64,2,"85.56"
2017,1,1,3,4,1658,687,56,1,"553.75"
2019,4,1,1,17,715,601,23,2,"461.1"
2017,3,1,3,3,1189,92,59,1,"46.72"
2017,2,1,1,6,717,141,146,4,"327.47"
2017,6,1,1,5,584,486,48,2,"154.95"
2017,1,2,1,15,440,195,27,4,"22.83"
2017,2,1,1,15,451,82,8,4,"1926.01"
2017,2,1,1,8,948,512,75,3,"3.54"
2017,6,1,1,10,1616,216,76,2,"427.95"
2019,4,1,2,5,202,353,45,3,"482.85"
2021,1,1,2,16,1155,15,30,1,"537.36"
2019,5,1,3,6,700,39,64,4,"175.66"
2017,6,1,2,7,919,36,147,2,"20.74"
2017,4,1,2,5,638,500,63,2,"264.44"
2017,3,1,3,5,508,989,168,4,"542.29"
2017,1,1,2,6,1189,509,146,2,"97.4"
2017,3,1,1,5,616,76,61,3,"820.78"
2017,6,1,3,7,821,828,47,2,"0"
2019,2,1,1,7,986,299,67,4,"154.76"
2017,4,1,2,6,717,187,46,2,"162.96"
2017,1,1,1,10,1764,993,37,4,"870.82"
2021,1,1,1,8,948,518,75,3,"47.79"
2018,1,2,1,13,187,124,158,2,"171.2"
2021,6,1,1,7,807,986,265,4,"367.65"
2021,6,1,1,13,1189,791,58,2,"236.85"
2017,4,1,1,3,804,384,160,2,"1183.17"
2019,2,2,1,6,700,336,64,2,"19.7"
2017,2,1,1,5,708,508,63,4,"592.53"
2019,6,1,2,17,1327,35,323,3,"348.16"
2017,2,1,1,6,714,215,64,4,"21.17"
2018,6,1,2,6,718,77,46,4,"193.84"
2017,2,2,1,15,418,82,4,2,"1038.68"
2019,2,1,1,17,1407,138,18,2,"337.03"
2018,3,1,1,17,1432,262,21,2,"536.92"
2021,6,1,1,7,836,231,167,4,"3903.83"
2017,3,1,1,5,530,127,16,3,"1193.96"
2018,6,1,1,6,1429,284,464,2,"81.13"
2018,4,1,2,6,700,191,64,2,"255.54"
2017,2,1,1,7,891,977,67,2,"2092.8"
2019,2,1,3,7,265,734,267,4,"0"
2017,1,1,1,5,504,342,62,3,"1499.29"
2017,6,2,1,5,550,91,16,3,"39.7"
2021,4,1,3,13,1189,580,71,4,"9.37"
2018,4,1,3,17,1458,333,20,1,"63.25"
2017,1,2,1,5,662,66,161,4,"43.16"
2019,3,1,1,5,638,454,163,2,"1127.54"
2017,2,1,1,10,1652,826,377,1,"450.81"
2018,4,1,2,13,1189,726,58,1,"337.66"
2017,4,1,1,15,445,73,5,4,"3236.72"
2017,5,1,1,3,974,491,60,4,"6358.71"
2017,4,1,2,5,986,677,61,2,"133.32"
2018,3,1,2,6,717,507,46,4,"132.37"
2018,6,1,2,17,1467,249,19,2,"461.15"
2017,3,2,1,10,289,254,354,1,"283.68"
2017,5,1,1,5,538,212,145,2,"73.8"
2019,5,1,3,6,715,82,46,1,"47.57"
2019,4,1,2,5,614,253,61,1,"84.32"
2017,5,1,1,7,1189,515,47,4,"17.69"
2021,5,1,2,7,836,227,167,4,"30.14"
2017,1,1,1,7,1285,310,147,2,"425.86"
2017,6,2,1,15,418,25,2,4,"15"
2017,4,1,1,6,700,299,64,2,"818.67"
2017,6,1,2,3,190,362,60,3,"50.76"
2019,3,2,1,5,638,381,63,2,"18.56"
2017,6,1,1,5,638,403,63,2,"341.7"
2021,3,1,1,16,1120,350,35,1,"8320.21"
2021,3,1,3,16,1089,182,328,3,"61.36"
2019,1,1,3,7,381,600,167,2,"25.37"
2021,5,1,2,13,925,973,158,2,"209.44"
2017,2,1,1,5,426,226,63,4,"144.99"
2017,3,1,1,15,468,101,12,2,"1119.94"
2017,4,1,1,10,187,321,376,4,"138.57"
2017,3,1,1,16,1116,539,35,1,"1583.59"
2019,3,1,1,5,489,946,63,2,"753.3"
2018,1,1,2,13,265,828,58,3,"191.17"
2017,2,1,3,6,717,165,46,2,"1.22"
2017,5,1,2,4,1658,637,56,1,"912.98"
2017,5,1,2,10,1729,479,436,1,"239.75"
2017,6,2,1,5,694,278,45,1,"22.27"
2017,2,1,3,15,456,132,14,2,"86.75"
2017,6,1,1,7,919,70,147,2,"446.64"
2017,6,1,1,15,427,96,11,1,"1134.34"
2017,5,1,1,7,772,239,342,2,"838.42"
2017,5,1,1,5,638,291,63,2,"1091.23"
2021,2,1,1,13,1122,324,372,3,"287.53"
2017,5,2,1,6,700,137,64,2,"21.63"
2017,3,1,3,5,530,28,16,3,"17.12"
2017,5,1,2,15,472,52,7,1,"572.08"
2017,4,1,2,3,262,218,60,1,"83.46"
2017,3,1,3,3,323,292,159,2,"25.72"
2017,2,1,1,10,1566,38,336,2,"619.66"
2019,3,1,3,17,1446,15,18,2,"92.7"
2017,1,1,2,16,1099,5,28,1,"820.81"
2019,2,1,1,7,812,79,569,2,"281.05"
2018,6,1,1,6,700,201,64,2,"1449.2"
2019,5,1,3,17,1439,217,21,2,"1.22"
2017,4,1,2,10,832,353,154,4,"43.41"
2021,1,1,2,16,1431,119,29,1,"1234.98"
2018,5,1,2,17,1467,321,19,2,"92.62"
2017,6,1,3,7,937,809,47,2,"52.04"
2019,2,2,1,6,700,278,64,2,"137.9"
2019,5,1,1,17,1466,373,18,2,"659.26"
2017,6,1,1,6,712,527,46,2,"1246.53"
2019,2,2,1,5,542,54,48,3,"20.29"
2018,4,1,1,17,1458,271,20,2,"172.32"
2019,1,2,1,17,1476,124,19,2,"2606.8"
2017,2,2,1,5,563,245,168,4,"40.86"
2017,3,1,2,5,615,609,168,4,"160.52"
2017,2,1,1,7,891,707,67,4,"932.86"
2017,6,1,1,10,1569,74,77,4,"179.45"
2017,1,1,1,5,708,18,63,2,"1123.04"
2017,2,1,3,16,1099,70,29,1,"157.99"
2019,2,1,3,7,1189,470,47,2,"18.78"
2018,3,1,3,13,1539,564,158,2,"38.16"
2017,1,1,3,10,1494,473,336,2,"35.99"
2017,5,1,2,5,599,63,61,2,"178.83"
2017,5,1,3,3,1469,109,59,2,"429.74"
2019,4,1,1,17,1447,326,23,3,"862.28"
2017,4,2,1,10,1648,926,76,4,"30.34"
2017,2,2,1,5,584,468,48,2,"42.72"
2019,6,1,3,6,747,11,46,2,"99.34"
2017,6,1,2,3,190,302,60,4,"325.92"
2017,1,1,2,7,844,226,67,4,"46.6"
2017,4,1,2,15,434,157,14,4,"756.94"
2017,2,1,2,5,653,733,63,3,"53.08"
2019,3,2,1,6,717,478,46,2,"20.84"
2017,6,1,1,5,653,735,63,4,"54.31"
2019,2,1,2,17,1407,142,18,2,"82.76"
2018,3,1,3,17,370,248,121,2,"0"
2017,4,1,3,6,700,264,64,2,"0"
2017,3,1,1,16,187,184,32,2,"42.13"
2017,3,1,1,3,1189,352,52,3,"320.52"
2021,3,1,1,16,228,84,328,3,"623.5"
2019,4,1,2,6,717,187,46,2,"133.38"
2019,3,2,1,5,599,91,61,3,"54.78"
2017,3,1,1,6,720,711,46,2,"751.85"
2017,6,2,1,5,613,317,48,3,"42.54"
2021,1,1,2,16,1144,32,30,1,"544.29"
2021,6,1,2,7,937,476,47,2,"649.98"
2021,6,1,2,7,989,651,369,4,"109.39"
2017,6,2,1,15,456,300,14,2,"1341.39"
2018,5,1,1,6,1429,765,364,2,"1809.56"
2017,5,1,1,5,644,474,66,2,"80.12"
2018,2,1,3,13,1189,203,158,4,"1.83"
2017,6,1,2,5,201,39,48,3,"361.44"
2017,2,1,2,10,1652,474,377,1,"107.32"
2019,1,1,3,7,964,406,565,2,"39.77"
2017,1,1,1,6,742,338,24,3,"606.69"
2021,1,1,2,8,1074,216,55,1,"13.44"
2017,2,1,3,15,418,44,2,3,"396.46"
2017,3,1,1,10,1642,339,54,3,"344.04"
2018,4,1,1,13,1189,447,158,4,"17.2"
2017,1,1,3,4,349,886,56,1,"5786.33"
2017,2,1,1,15,451,140,8,2,"17.69"
2019,4,1,2,5,645,279,66,3,"68.59"
2019,2,2,1,5,557,200,15,3,"215.8"
2021,4,1,1,13,1069,135,772,4,"72.99"
2018,3,1,1,6,743,436,24,1,"725.03"
2017,4,1,1,6,717,93,46,2,"1393.8"
2018,6,1,2,17,1458,129,20,2,"1285.18"
2021,2,1,1,13,1122,356,372,2,"220.44"
2017,1,2,1,15,441,33,327,1,"22.83"
2021,5,1,1,13,1508,738,58,3,"74.42"
2018,4,1,3,6,700,320,64,4,"190.82"
2017,6,1,2,15,418,36,6,4,"190.83"
2018,1,1,1,13,1189,447,158,2,"16.52"
2017,6,1,3,6,700,130,64,2,"3.05"
2017,2,1,1,6,717,229,46,2,"394.24"
2019,4,1,2,5,673,257,48,1,"48.56"
2017,4,1,2,3,578,864,160,2,"26.66"
2019,1,2,1,17,1438,77,18,2,"39.2"
2019,4,1,2,5,591,499,45,1,"306.3"
2017,3,2,1,15,418,116,2,4,"15"
2017,5,1,2,7,1189,486,47,4,"32.32"
2019,3,2,1,5,638,411,63,2,"18.56"
2017,2,1,1,8,948,542,75,2,"26.86"
2017,6,2,1,10,1660,679,376,4,"84.54"
2017,3,2,1,3,242,311,52,1,"27.83"
2019,5,2,1,17,1406,397,18,2,"58.8"
2018,3,2,1,17,1434,841,21,4,"23.38"
2021,6,1,2,13,857,112,58,2,"260.59"
2017,6,2,1,7,919,88,147,2,"200.8"
2017,1,1,3,5,708,145,63,2,"312.17"
2017,3,1,1,5,986,675,61,1,"407.19"
2018,3,1,1,13,708,634,158,4,"93.4"
2017,5,1,3,15,455,270,7,2,"10.98"
2017,3,1,2,5,513,622,168,4,"93.06"
2019,5,1,2,6,718,72,46,2,"140.98"
2017,6,2,1,7,1005,645,469,4,"64.74"
2018,5,2,1,6,1429,779,364,4,"831.89"
2021,5,1,1,7,212,500,369,2,"548.73"
2019,5,2,1,17,1439,171,21,2,"258.44"
2017,4,2,1,10,1800,338,377,4,"30.99"
2017,1,2,1,5,662,814,61,2,"21.58"
2017,5,1,1,5,614,250,61,2,"23.18"
2017,5,1,2,4,1658,343,56,4,"14.64"
2017,2,1,1,5,613,313,48,2,"669.05"
2017,1,1,2,4,380,442,56,1,"0.62"
2021,6,2,1,7,845,771,47,2,"124.2"
2017,3,1,2,5,661,428,62,3,"39.98"
2017,2,2,1,10,1694,542,336,4,"25.26"
2017,1,1,1,10,1691,648,37,2,"159.87"
2019,2,1,1,7,919,36,147,2,"773.36"
2021,3,1,2,16,1120,344,35,1,"44.56"
2019,1,1,1,7,941,292,42,2,"246.1"
2019,4,1,3,6,717,230,46,4,"4.15"
2017,2,1,1,16,1099,217,29,4,"55.15"
2018,2,1,1,13,1189,161,158,2,"33.06"
2021,1,2,1,16,1144,35,30,3,"101.2"
2019,4,1,1,17,1447,145,23,3,"561.87"
2017,5,1,2,7,175,323,42,4,"295.8"
2017,4,1,1,5,543,83,48,3,"390.28"
2017,3,1,1,10,1654,253,54,1,"745.39"
2017,5,1,1,5,638,299,63,4,"498.28"
2017,5,1,1,5,683,18,48,3,"19.52"
2019,2,1,1,7,936,40,269,4,"37.68"
2017,2,1,1,10,1676,729,377,2,"730.51"
2021,1,1,3,16,1431,168,33,1,"2631.45"
2017,6,1,1,5,609,822,45,2,"307.29"
2017,5,1,1,3,190,390,60,4,"92.15"
2017,2,1,3,8,948,515,75,1,"20.74"
2017,5,2,1,6,700,684,64,2,"43.26"
2017,4,1,1,15,434,221,14,2,"645.03"
2021,1,1,2,8,1058,525,155,4,"2.96"
2021,3,1,1,16,228,8,328,1,"193.67"
2018,4,2,1,17,1458,137,20,2,"566.08"
2017,4,1,1,5,1040,473,62,4,"54.56"
2017,5,1,1,10,1736,792,336,4,"300.9"
2017,6,2,1,6,700,682,64,2,"21.63"
2018,6,1,3,6,700,114,64,2,"0.92"
2017,6,2,1,15,418,37,6,2,"21.56"
2019,3,1,3,5,489,927,63,2,"18.01"
2017,4,2,1,6,720,941,46,2,"73.02"
2017,3,1,1,16,1100,141,32,1,"472.04"
2019,3,1,1,17,1421,265,18,2,"80.83"
2017,6,1,1,15,456,83,14,2,"1010.37"
2018,4,1,2,13,238,3,58,2,"41.54"
2017,3,1,1,6,720,862,46,4,"769.12"
2017,5,1,2,7,829,151,367,2,"103.72"
2017,4,1,3,10,187,935,376,2,"0"
2017,1,1,3,7,188,324,165,2,"54.28"
